image,latitude_radians,longitude_radians
28488116812_f5a57ca0f6_k.jpg,0.8063540349530317,0.15454190606160523
28561570606.jpg,0.8197450859165499,0.1592905337794038
eth_ch1_2011-04-30_18:37:52_01024.jpg,1.0396060845601447,0.11903061300294349
eth_ch1_2011-04-30_18:40:20_01024.jpg,0.8191259227325123,0.1828713567107791
eth_ch1_2011-10-01_17:13:12_01024.jpg,0.8187746047576638,0.1477108088215292
eth_ch1_2011-10-01_17:15:04_01024.jpg,0.818959544867048,0.15718315375759956
eth_ch1_2011-10-01_17:18:26_01024.jpg,0.8149061162844895,0.1430682864075388
eth_ch1_2011-10-01_17:19:13_01024.jpg,0.819127625007267,0.15630269630755667
eth_ch1_2011-10-04_14:25:54_01024.jpg,0.8185285170948045,0.1473387696448791
eth_ch1_2011-10-04_14:26:04_01024.jpg,0.8189006217928315,0.1471323798074026
eth_ch1_2011-10-04_14:26:13_01024.jpg,0.8192990975230586,0.14743346079754324
eth_ch1_2011-10-04_14:31:44_01024.jpg,0.8191219303239134,0.14633659481639447
eth_ch1_2011-10-04_14:42:53_01024.jpg,0.7971073586419599,0.13408408995952006
eth_ch1_2011-10-04_14:43:05_01024.jpg,0.7971672942120971,0.1334930514996632
eth_ch1_2011-10-04_14:44:30_01024.jpg,0.8191697726497539,0.15271357281524145
eth_ch1_2011-10-04_14:48:13_01024.jpg,0.7892181892158495,0.11085267646558528
eth_ch1_2011-10-04_14:48:49_01024.jpg,0.7888444967969452,0.11153558491473235
eth_ch1_2011-10-04_14:56:14_01024.jpg,0.7975218500546175,0.13371996032091163
eth_ch1_2011-10-04_15:06:31_01024.jpg,0.7425132280093015,0.026829278003810745
eth_ch1_2011-10-04_15:09:39_01024.jpg,0.7937259147125899,0.13614110375583283
eth_ch1_2011-10-04_15:12:05_01024.jpg,0.8097390471208638,0.17826392978350022
eth_ch1_2011-10-04_15:13:14_01024.jpg,0.8114114852581421,0.16967024664610572
eth_ch1_2011-10-04_15:15:40_01024.jpg,0.791994037707703,0.1202072209608874
eth_ch1_2011-10-04_15:19:34_01024.jpg,0.7921900437526399,0.4102904614133091
eth_ch1_2011-10-04_15:20:30_01024.jpg,1.025821847565036,0.10820051879812786
eth_ch1_2011-10-04_15:20:38_01024.jpg,0.9505572568888968,-0.053355209620432976
eth_ch1_2011-10-04_15:22:47_01024.jpg,0.7925102494337762,0.12051861083131593
eth_ch1_2011-10-04_15:28:13_01024.jpg,0.9340383219544515,-0.17371096170952816
eth_ch1_2011-10-04_15:46:39_01024.jpg,0.814592274432083,0.16657468962107816
eth_ch1_2011-10-04_15:48:56_01024.jpg,0.7922601308556058,0.12078454990929523
eth_ch1_2011-10-04_15:50:30_01024.jpg,0.8147273362638985,0.16686365548488374
eth_ch1_2011-10-04_15:52:38_01024.jpg,0.7897168892195163,0.11254224010473213
eth_ch1_2011-10-04_16:03:27_01024.jpg,0.8155984522902188,0.16474698440453422
eth_ch1_2011-10-04_16:13:26_01024.jpg,0.7967680881035368,0.13464162679075448
eth_ch1_2011-10-04_16:20:03_01024.jpg,0.7974905361359155,0.1330448160804718
eth_ch1_2011-10-04_16:21:36_01024.jpg,0.7687218594271867,0.17727691086356046
eth_ch1_2011-10-06_11:24:33_01024.jpg,0.808960707433492,0.2269385571019192
eth_ch1_2011-10-06_14:41:52_01024.jpg,0.5615463926125134,1.3446820959078134
eth_ch1_2011-10-06_14:42:18_01024.jpg,0.40942982411434625,2.106521895890874
eth_ch1_2011-10-06_14:43:20_01024.jpg,0.7974122219767972,0.1323103269430945
eth_ch1_2011-10-06_15:11:17_01024.jpg,0.8019325522336463,0.15860344075814403
eth_ch1_2011-10-07_10:26:24_01024.jpg,0.7651189656976394,0.3500684430586216
eth_ch1_2011-10-07_10:52:05_01024.jpg,0.4275263198232806,2.119925728138253
eth_ch1_2011-10-07_11:01:09_01024.jpg,0.8161433794120329,0.16339905254306125
eth_ch1_2011-10-07_11:37:54_01024.jpg,0.8092049587634359,0.12110113932649312
eth_ch1_2011-10-07_11:56:32_01024.jpg,0.8199497144219664,0.1524018589398741
eth_ch1_2012-02-18_18:32:18_01024.jpg,0.8293587951474919,0.23282487299763763
eth_ch1_1332166_01024.jpg,0.8156544011804758,0.1680830965808364
eth_ch1_20663115_01024.jpg,0.8196385515281484,0.1810670212399764
eth_ch1_24945353_01024.jpg,0.8233744507112434,0.19491129090137257
eth_ch1_39298990_01024.jpg,0.792303047008569,0.12050002197042199
eth_ch1_45814775_01024.jpg,0.8191914639202494,0.1579086221867029
eth_ch1_48605067_01024.jpg,0.8162733250299025,0.167706766497204
eth_ch1_60648419_01024.jpg,0.8148510761805643,0.14482801572198664
eth_ch1_04032011388_01024.jpg,0.8012560430483054,0.11753241394883547
eth_ch1_04032011389_01024.jpg,0.8154948610755166,0.16825429855289023
eth_ch1_04032011390_01024.jpg,0.8102796792870075,0.18000674081750523
eth_ch1_04032011391_01024.jpg,0.810188705245738,0.18064271046722782
eth_ch1_chur_DSC02394_01024.jpg,0.788816867270067,0.11254266490942186
eth_ch1_corvatschDSC00564_01024.jpg,0.8159215097420709,0.16926505306894166
eth_ch1_dsc02493_01024.jpg,0.8185251915793881,0.15903392973079453
eth_ch1_dsc02494_01024.jpg,0.8183517500092374,0.1590826102627951
eth_ch1_dsc02497_01024.jpg,0.8186558424874285,0.1587763528616533
eth_ch1_dsc02498_01024.jpg,0.8158344288685996,0.16918360725688192
eth_ch1_dsc02502_01024.jpg,0.8185202752995321,0.15912415293675827
eth_ch1_dsc02503_01024.jpg,0.8158557184715878,0.1692031047990793
eth_ch1_dsc02509_01024.jpg,0.8187078187036574,0.15910457855859816
eth_ch1_dsc02510_01024.jpg,0.8189882827301301,0.1582169634978167
eth_ch1_dsc02511_01024.jpg,0.8188348597521783,0.15804487577059537
eth_ch1_dsc02512_01024.jpg,0.8189428970514004,0.15782082252743385
eth_ch1_dsc02513_01024.jpg,0.8190537894329566,0.1579129732678188
eth_ch1_dsc02516_01024.jpg,0.8187721012625766,0.15857573619841417
eth_ch1_dsc02517_01024.jpg,0.8189793585202441,0.15826859596126794
eth_ch1_dsc02518_01024.jpg,0.8188950714328302,0.15829497349891805
eth_ch1_dsc02523_01024.jpg,0.8189015438201742,0.15885468603889302
eth_ch1_dsc02527_01024.jpg,0.8190197275178084,0.15786139128349277
eth_ch1_dsc02528_01024.jpg,0.8189276542524311,0.1579704201583299
eth_ch1_dsc02529_01024.jpg,0.8188713566435065,0.15896091551702737
eth_ch1_dsc02538_01024.jpg,0.8188545632271581,0.15791964693737903
eth_ch1_dsc02539_01024.jpg,0.8190856091273976,0.15736212969066316
eth_ch1_dsc02545_01024.jpg,0.8149891596054968,0.1448279521377797
eth_ch1_dsc02546_01024.jpg,0.8196189076460965,0.19392399653829503
eth_ch1_dsc02604_01024.jpg,0.815750752249871,0.16905720079221176
eth_ch1_dsc02605_01024.jpg,0.81497345839544,0.1452440963074227
eth_ch1_dsc02606_01024.jpg,0.81859152412999,0.1590060586694625
eth_ch1_dsc02607_01024.jpg,0.7914889652932547,0.12097359136734882
eth_ch1_dsc02608_01024.jpg,0.8158048688256986,0.16929115246519758
eth_ch1_dsc02715_01024.jpg,0.8109998345276291,0.23269540446193257
eth_ch1_dsc02716_01024.jpg,0.8195557645516753,0.1472203138661546
eth_ch1_dsc02717_01024.jpg,0.8230532076079773,0.15893027069281349
eth_ch1_dsc02718_01024.jpg,0.818470019006276,0.1474615457923335
eth_ch1_dsc02719_01024.jpg,0.8198263379137387,0.15608082189706995
eth_ch1_dsc02720_01024.jpg,0.8182747989599846,0.14631853265895356
eth_ch1_dsc02728_01024.jpg,0.8093340145531559,0.12066973150415079
eth_ch1_dsc02729_01024.jpg,0.8062025066865591,0.20394659674350654
eth_ch1_dsc02737_01024.jpg,0.82388215638466,0.1667325183697895
eth_ch1_dsc02754_01024.jpg,1.0415300897388395,0.12035173105019195
eth_ch1_dsc02806_01024.jpg,0.8146674001069114,0.16644929811230294
eth_ch1_dsc02809_01024.jpg,0.8148538530596299,0.16663212897015248
eth_ch1_dsc02812_01024.jpg,0.8011045165792678,0.1333079635242702
eth_ch1_dsc02828_01024.jpg,0.6419142371403682,0.533280843730149
eth_ch1_dsc02830_01024.jpg,0.7893538554424585,0.11176505294280294
eth_ch1_dsc02833_01024.jpg,0.40985915438211834,2.10928141416645
eth_ch1_dsc02834_01024.jpg,0.7982861612558064,0.16617875151549258
eth_ch1_dsc03102_01024.jpg,0.8065686458241568,0.1563682674451868
eth_ch1_dsc03118_01024.jpg,0.8243422995975136,0.19139136690144923
eth_ch1_dsc03119_01024.jpg,0.8022293732650935,0.15962467905410774
eth_ch1_dsc03127_01024.jpg,0.7898670460164414,0.11212872911962084
eth_ch1_dsc03128_01024.jpg,0.7896499862333392,0.11121814299573217
eth_ch1_dsc03145_01024.jpg,0.7964291735284352,0.13460609558136472
eth_ch1_dsc05142_01024.jpg,0.8230405627967626,0.19430822802056857
eth_ch1_dsc05274_01024.jpg,0.8195490411571115,0.19324361950170985
eth_ch1_dsc05325_01024.jpg,0.7915379133366466,0.11927265983775026
eth_ch1__dsc0011_01024.jpg,0.829734879228168,0.16970742942729383
eth_ch1__dsc0013_01024.jpg,0.8237535767672555,0.13214394161258158
eth_ch1__dsc0022_01024.jpg,0.8248687921509135,0.1665397425495237
eth_ch1__dsc0024_01024.jpg,0.8245934070751968,0.16636008226962895
eth_ch1__dsc0027_01024.jpg,0.824556726676028,0.16656154623848243
eth_ch1__dsc0028_01024.jpg,0.8301032430904545,0.1692972793310566
eth_ch1__dsc0030_01024.jpg,0.8250025374683009,0.16691920272768349
eth_ch1__dsc0034_01024.jpg,0.8248701740244305,0.16634328725333786
eth_ch1__dsc0035_01024.jpg,0.8113311514326306,0.12098812346574359
eth_ch1__dsc0037_01024.jpg,0.8179804722064544,0.13297752390051018
eth_ch1__dsc0051_01024.jpg,0.8179382759164469,0.13281814121171928
eth_ch1__dsc0071_01024.jpg,0.8248569467791531,0.16761069251767347
eth_ch1__dsc0074_01024.jpg,0.8111237383859722,0.12008732908021023
eth_ch1_DSCF3435_01024.jpg,0.8299050203260913,0.1710615232747807
eth_ch1_DSCF3436_01024.jpg,0.8198070983999791,0.1569801593629587
eth_ch1_DSCF3440_01024.jpg,0.8193648405973402,0.14682918334345083
eth_ch1_DSCF3441_01024.jpg,0.8193092718838441,0.15926712189035788
eth_ch1_DSCF3442_01024.jpg,0.8194538434766095,0.14630911108792333
eth_ch1_DSCF3452_01024.jpg,0.8195201225272096,0.14709274257222466
eth_ch1_DSCF3456_01024.jpg,0.8196964410684179,0.15594474910526168
eth_ch1_DSCF3458_01024.jpg,0.8199679027405025,0.156920982739381
eth_ch1_img_3407_01024.jpg,0.8202682476866081,0.1569936608828854
eth_ch1_img_3408_01024.jpg,0.8201985788031491,0.15706664601628695
eth_ch1_IMG_1820_01024.jpg,0.8184454333807097,0.1577449886155766
eth_ch1_IMG_1821_01024.jpg,0.8149522564876548,0.14475448270611968
eth_ch1_IMG_1838_01024.jpg,0.8192340285101973,0.15931724436954287
eth_ch1_IMG_1840_01024.jpg,0.8194855922641288,0.15880671934756482
eth_ch1_IMG_1854_01024.jpg,0.8190760744625077,0.15872020141912638
eth_ch1_IMG_1855_01024.jpg,0.8188757776854421,0.159342568429798
eth_ch1_IMG_1856_01024.jpg,0.8193536503531816,0.1594867280323284
eth_ch1_IMG_4833_01024.jpg,0.8245252582640017,0.1648842261431966
eth_ch1_IMG_4922_01024.jpg,0.801152871870922,0.11763441211761694
eth_ch1_IMG_4923_01024.jpg,0.8011011661303724,0.11790544250464413
